created,description,details,provenance,title,uri,id,place_id,name_type,language_tag,attested_form,romanized_form_1,romanized_form_2,romanized_form_3,association_certainty,transcription_accuracy,transcription_completeness,year_after_which,year_before_which
2010-10-05T21:08:07Z,,,Barrington Atlas: BAtlas 92 Badake,Badake,https://pleiades.stoa.org/places/906004/badake,badake,906004,geographic,,,Badake,,,certain,accurate,complete,-750,-30
2010-10-05T21:08:15Z,,,Barrington Atlas: BAtlas 92 Herakleia,Herakleia,https://pleiades.stoa.org/places/906012/herakleia,herakleia,906012,geographic,,,Herakleia,,,certain,accurate,complete,-330,300
2010-10-05T21:08:33Z,,,Barrington Atlas: BAtlas 92 Sigriane,Sigriane,https://pleiades.stoa.org/places/906028/sigriane,sigriane,906028,geographic,,,Sigriane,,,certain,accurate,complete,-330,300
2010-10-05T21:08:10Z,,,Barrington Atlas: BAtlas 92 Daras(s)a/Darathe,Darassa,https://pleiades.stoa.org/places/906008/darassa,darassa,906008,geographic,,,Darassa,,,certain,accurate,complete,300,640
2010-10-05T21:08:11Z,,,Barrington Atlas: BAtlas 92 Daras(s)a/Darathe,Darasa,https://pleiades.stoa.org/places/906008/darasa,darasa,906008,geographic,,,Darasa,,,certain,accurate,complete,300,640
2010-10-05T21:08:11Z,,,Barrington Atlas: BAtlas 92 Daras(s)a/Darathe,Darathe,https://pleiades.stoa.org/places/906008/darathe,darathe,906008,geographic,,,Darathe,,,certain,accurate,complete,,
2010-10-05T21:08:29Z,,,Barrington Atlas: BAtlas 92 Rapsa,Rapsa,https://pleiades.stoa.org/places/906025/rapsa,rapsa,906025,geographic,,,Rapsa,,,certain,accurate,complete,-30,640
2010-10-05T21:08:22Z,,,Barrington Atlas: BAtlas 92 Mihragan-Kadag,Mihragan-Kadag,https://pleiades.stoa.org/places/906018/mihragan-kadag,mihragan-kadag,906018,geographic,,,Mihragan-Kadag,,,certain,accurate,complete,,
2010-10-05T21:08:05Z,,,Barrington Atlas: BAtlas 92 Adrapana(n)/Arteman?,Adrapanan,https://pleiades.stoa.org/places/906002/adrapanan,adrapanan,906002,geographic,,,Adrapanan,,,certain,accurate,complete,-30,300
2010-10-05T21:08:05Z,,,Barrington Atlas: BAtlas 92 Adrapana(n)/Arteman?,Adrapana,https://pleiades.stoa.org/places/906002/adrapana,adrapana,906002,geographic,,,Adrapana,,,certain,accurate,complete,-30,300
2010-10-05T21:08:05Z,,,Barrington Atlas: BAtlas 92 Adrapana(n)/Arteman?,Arteman,https://pleiades.stoa.org/places/906002/arteman,arteman,906002,geographic,,,Arteman,,,less-certain,accurate,complete,,
2010-10-05T21:08:16Z,,,Barrington Atlas: BAtlas 92 Kissia/Kissie Chore Bet Kussaye/Bakusaya,Kissia,https://pleiades.stoa.org/places/906014/kissia,kissia,906014,geographic,,,Kissia,,,certain,accurate,complete,-750,640
2010-10-05T21:08:16Z,,,Barrington Atlas: BAtlas 92 Kissia/Kissie Chore Bet Kussaye/Bakusaya,Kissie Chore Bet Kussaye,https://pleiades.stoa.org/places/906014/kissie-chore-bet-kussaye,kissie-chore-bet-kussaye,906014,geographic,,,Kissie Chore Bet Kussaye,,,certain,accurate,complete,-750,640
2010-10-05T21:08:17Z,,,Barrington Atlas: BAtlas 92 Kissia/Kissie Chore Bet Kussaye/Bakusaya,Bakusaya,https://pleiades.stoa.org/places/906014/bakusaya,bakusaya,906014,geographic,,,Bakusaya,,,certain,accurate,complete,-750,640
2010-10-05T21:08:27Z,,,Barrington Atlas: BAtlas 92 Pharaspa,Pharaspa,https://pleiades.stoa.org/places/906023/pharaspa,pharaspa,906023,geographic,,,Pharaspa,,,certain,accurate,complete,,
2025-11-26T13:09:26Z,,,Pleiades,Priddy Circles,https://pleiades.stoa.org/places/90685466/priddy-circles,priddy-circles,90685466,associated_modern,en,Priddy Circles,Priddy Circles,,,certain,accurate,complete,1700,2100
2026-02-12T16:18:31Z,The modern name of the gate assigned to this entryway into the Kalhu citadel by its excavators. The name stems from the fact that the stone lion colossi erected on both sides of the gates are inscribed with texts written in the name of the ninth-century-BC Assyrian king Shalmaneser III (r. 858–824 BC).,,Pleiades,Shalmaneser Gate,https://pleiades.stoa.org/places/906423926/shalmaneser-gate,shalmaneser-gate,906423926,geographic,en,,Shalmaneser Gate,,,certain,accurate,complete,1900,2099
2025-06-18T14:16:45Z,,,Pleiades,Villa of Agrippa Postumus,https://pleiades.stoa.org/places/901742290/villa-of-agrippa-postumus,villa-of-agrippa-postumus,901742290,associated_modern,en,Villa of Agrippa Postumus,Villa of Agrippa Postumus,,,certain,accurate,complete,1900,2099
2025-06-18T14:33:38Z,,,Pleiades,Villa rustica di Tiberius Claudius Eutychius,https://pleiades.stoa.org/places/901742290/villa-rustica-di-tiberius-claudius-eutychius,villa-rustica-di-tiberius-claudius-eutychius,901742290,geographic,it,Villa rustica di Tiberius Claudius Eutychius,Villa rustica di Tiberius Claudius Eutychius,,,certain,accurate,complete,,
2026-02-12T16:18:33Z,,,Pleiades,Dūru-ša-Ladīni,https://pleiades.stoa.org/places/901248820/name.2018-01-18.1393008459,name.2018-01-18.1393008459,901248820,geographic,akk,,Dūru-ša-Ladīni,,,certain,accurate,complete,-720,-540
2026-02-12T16:22:43Z,,<p>Bīt-Karziabku is the name of the area held by the Kassite clan <span>Karziabku. The region had several towns/villages by the reign of the Middle Babylonian king Nebuchadnezzar I.</span></p>,Pleiades,Bīt-Karziabku,https://pleiades.stoa.org/places/901248821/name.2018-01-18.9296743997,name.2018-01-18.9296743997,901248821,geographic,akk,,Bīt-Karziabku,,,certain,accurate,complete,-1600,-1000
2026-02-12T16:23:56Z,,<p><span>Karziabku is the name of the Kassite clan that later became the region called Bīt-<span>Karziabku.</span></span></p>,Pleiades,Karziabku,https://pleiades.stoa.org/places/901248821/name.2018-01-26.2163523676,name.2018-01-26.2163523676,901248821,ethnic,akk,,Karziabku,,,certain,accurate,complete,-1600,-1000
2023-06-15T12:22:52Z,,<p>Romanization according to the ALA-LC specifications for Arabic (2012) (https://www.loc.gov/catdir/cpso/roman.html).</p>,Pleiades,Namrīk,https://pleiades.stoa.org/places/901571868/namrik,namrik,901571868,geographic,ar,نمريك,Namrīk,,,certain,accurate,complete,1700,2100
2025-11-26T13:08:16Z,,,Pleiades,Nuragic sanctuary of Santa Vittoria,https://pleiades.stoa.org/places/90865616/name.2018-10-05.6789662433,name.2018-10-05.6789662433,90865616,geographic,en,,Nuragic sanctuary of Santa Vittoria,,,certain,accurate,complete,1700,2100
2026-01-25T14:15:03Z,,,Pleiades,Burmageçit,https://pleiades.stoa.org/places/908428262/burmagecit-1,burmagecit-1,908428262,associated_modern,tr,Burmageçit,Burmageçit,Burmagecit,,certain,accurate,complete,1700,2100
2026-01-25T14:15:07Z,,,Pleiades,Şixso,https://pleiades.stoa.org/places/908428262/sixso,sixso,908428262,associated_modern,ku,Şixso,Şixso,Sixso,,certain,accurate,complete,1700,2100
2025-04-07T02:45:01Z,,,Pleiades,Hippothontis,https://pleiades.stoa.org/places/908290183/hippothontis,hippothontis,908290183,geographic,grc,Ιπποθοντίς,Hippothontis,,,certain,accurate,complete,,
2025-04-07T02:45:31Z,,,Pleiades,Hippothontis,https://pleiades.stoa.org/places/908290183/hippothontis-1,hippothontis-1,908290183,geographic,en,Hippothontis,Hippothontis,,,certain,accurate,complete,,
2017-02-21T17:25:16Z,,,Pleiades,Bliznet︠s︡y,https://pleiades.stoa.org/places/908270988/blizneti-si-y,blizneti-si-y,908270988,geographic,ru,Близнецы,Bliznet︠s︡y,Bliznets,,certain,accurate,complete,1700,2100
2025-11-26T13:08:39Z,,,Pleiades,Casa di Livia,https://pleiades.stoa.org/places/904782880/casa-di-livia,casa-di-livia,904782880,geographic,it,Casa di Livia,Casa di Livia,,,certain,accurate,complete,2000,2099
2026-01-25T14:20:04Z,,,Pleiades,Kazancı,https://pleiades.stoa.org/places/904615255/kazanci-kazana,kazanci-kazana,904615255,geographic,hy,Gazandži,Kazancı,Kazana,,certain,accurate,complete,,
2026-01-25T14:20:44Z,,<p>Romanization according to the ALA-LC specifications for Persian (2012) (https://www.loc.gov/catdir/cpso/roman.html).</p>,Pleiades,Gūdīn Tapah,https://pleiades.stoa.org/places/903035/gudin-tapah,gudin-tapah,903035,geographic,fa,گودین‌تپه,Gūdīn Tapah,,,certain,accurate,complete,1700,2100
2010-10-05T21:09:03Z,,,Barrington Atlas: BAtlas 92 D4 Dezful/[Qantara al-Rum],Qantara al-Rum,https://pleiades.stoa.org/places/903015/qantara-al-rum,qantara-al-rum,903015,geographic,,,Qantara al-Rum,,,certain,accurate,complete,,
2026-01-25T14:19:01Z,"A place name from the TAVO Index (Vol. 3, p. 1284)",GANE OBJECT 47208,TAVO Index,Qanṭarat Andāmiš,https://pleiades.stoa.org/places/903015/qantarat-andamis,qantarat-andamis,903015,geographic,arb,,Qanṭarat Andāmiš,Qantarat-al-Andamesh,Qantarat Andamish,certain,accurate,complete,750,940
2026-01-25T14:15:26Z,"A place name from the TAVO Index (Vol. 1, p. 419)",GANE OBJECT 15432,TAVO Index,Dezfūl,https://pleiades.stoa.org/places/903015/dezful,dezful,903015,geographic,fa,,Dezfūl,Dezful,Dizful,certain,accurate,complete,-3200,2000
2026-01-25T14:15:00Z,"A place name from the TAVO Index (Vol. 1, p. 418)",GANE OBJECT 15431,TAVO Index,Dezful,https://pleiades.stoa.org/places/903015/dezful-1,dezful-1,903015,geographic,,,Dezful,,,certain,accurate,complete,-3200,-540
2010-10-05T21:09:34Z,,,Barrington Atlas: BAtlas 92 C2 [Kangavar]/Concobar,Kangavar,https://pleiades.stoa.org/places/903054/kangavar,kangavar,903054,geographic,,,Kangavar,,,certain,accurate,complete,-330,640
2010-10-05T21:09:34Z,,,Barrington Atlas: BAtlas 92 C2 [Kangavar]/Concobar,Concobar,https://pleiades.stoa.org/places/903054/concobar,concobar,903054,geographic,,,Concobar,,,certain,accurate,complete,-330,640
2026-01-25T14:18:19Z,,,Barrington Atlas: BAtlas 92 B2 Media/Mad(aya),Media,https://pleiades.stoa.org/places/903080/media,media,903080,geographic,la,MEDIA MAIOR,Media,Media Maior,,certain,accurate,complete,-750,640
2010-10-05T21:10:13Z,,,Barrington Atlas: BAtlas 92 B2 Media/Mad(aya),Madaya,https://pleiades.stoa.org/places/903080/madaya,madaya,903080,geographic,,,Madaya,,,certain,accurate,complete,-750,640
2010-10-05T21:10:13Z,,,Barrington Atlas: BAtlas 92 B2 Media/Mad(aya),Mad,https://pleiades.stoa.org/places/903080/mad,mad,903080,geographic,,,Mad,,,certain,accurate,complete,-750,640
2010-10-05T21:10:29Z,,,Barrington Atlas: BAtlas 92 E3 Paraetacene,Paraetacene,https://pleiades.stoa.org/places/903096/paraetacene,paraetacene,903096,geographic,,,Paraetacene,,,certain,accurate,complete,-550,300
2010-10-05T21:10:10Z,,,Barrington Atlas: BAtlas 92 B3 Masabadan/Massabatene,Masabadan,https://pleiades.stoa.org/places/903079/masabadan,masabadan,903079,geographic,,,Masabadan,,,certain,accurate,complete,-330,300
2026-01-25T14:15:23Z,,,Barrington Atlas: BAtlas 92 B3 Masabadan/Massabatene,Massabatene,https://pleiades.stoa.org/places/903079/massabatene,massabatene,903079,geographic,la,Massabatene,Massabatene,,,certain,accurate,complete,-330,300
2010-10-05T21:09:38Z,,,Barrington Atlas: BAtlas 92 B2 Karina,Karina,https://pleiades.stoa.org/places/903055/karina,karina,903055,geographic,,,Karina,,,certain,accurate,complete,-330,300
2010-10-05T21:08:46Z,,,Barrington Atlas: BAtlas 92 C2 Bisutun/Bagistana/Vastan?/Baptana,Bagistana,https://pleiades.stoa.org/places/903002/bagistana,bagistana,903002,geographic,,,Bagistana,,,certain,accurate,complete,,
2010-10-05T21:08:46Z,,,Barrington Atlas: BAtlas 92 C2 Bisutun/Bagistana/Vastan?/Baptana,Vastan,https://pleiades.stoa.org/places/903002/vastan,vastan,903002,geographic,,,Vastan,,,less-certain,accurate,complete,,
2010-10-05T21:08:47Z,,,Barrington Atlas: BAtlas 92 C2 Bisutun/Bagistana/Vastan?/Baptana,Baptana,https://pleiades.stoa.org/places/903002/baptana,baptana,903002,geographic,,,Baptana,,,certain,accurate,complete,,
2026-01-25T14:18:18Z,,<p>Romanization according to the ALA-LC specifications for Persian (2012) (https://www.loc.gov/catdir/cpso/roman.html).</p>,Pleiades,Bīsutūn,https://pleiades.stoa.org/places/903002/bisutun,bisutun,903002,geographic,fa,بیستون‎,Bīsutūn,Behistun,Bisitun,certain,accurate,complete,1700,2100
2010-10-05T21:09:21Z,,,Barrington Atlas: BAtlas 92 A2 [Hulwan]/Valashfarr/Beth Lashpar/Chala/Albania,Hulwan,https://pleiades.stoa.org/places/903043/hulwan,hulwan,903043,geographic,,,Hulwan,,,certain,accurate,complete,-750,640
2010-10-05T21:09:21Z,,,Barrington Atlas: BAtlas 92 A2 [Hulwan]/Valashfarr/Beth Lashpar/Chala/Albania,Valashfarr,https://pleiades.stoa.org/places/903043/valashfarr,valashfarr,903043,geographic,,,Valashfarr,,,certain,accurate,complete,-750,640
2010-10-05T21:09:22Z,,,Barrington Atlas: BAtlas 92 A2 [Hulwan]/Valashfarr/Beth Lashpar/Chala/Albania,Beth Lashpar,https://pleiades.stoa.org/places/903043/beth-lashpar,beth-lashpar,903043,geographic,,,Beth Lashpar,,,certain,accurate,complete,-750,640
2010-10-05T21:09:22Z,,,Barrington Atlas: BAtlas 92 A2 [Hulwan]/Valashfarr/Beth Lashpar/Chala/Albania,Chala,https://pleiades.stoa.org/places/903043/chala,chala,903043,geographic,,,Chala,,,certain,accurate,complete,-750,640
2025-11-27T12:53:05Z,,,Barrington Atlas: BAtlas 92 A2 [Hulwan]/Valashfarr/Beth Lashpar/Chala/Albania,Albania,https://pleiades.stoa.org/places/903043/albania,albania,903043,geographic,la,Albania,Albania,,,certain,accurate,complete,-750,640
2010-10-05T21:09:22Z,,,Barrington Atlas: BAtlas 92 A2 [Hulwan]/Valashfarr/Beth Lashpar/Chala/Albania,Chalonitis,https://pleiades.stoa.org/places/903043/chalonitis,chalonitis,903043,geographic,,,Chalonitis,,,certain,accurate,complete,-750,640
2025-11-27T12:51:10Z,,,Pleiades,Ḥalwan,https://pleiades.stoa.org/places/903043/halwan,halwan,903043,geographic,syr,ܚܠܘܢ,Ḥalwan,Ḥoulwan,,certain,accurate,complete,300,640
2025-11-27T12:51:37Z,,"<p class=""p1""><em>Ḥulvān</em>: One of the cities in Iraq. [translation]</p>",Pleiades,Ḥulvān,https://pleiades.stoa.org/places/903043/hulvan,hulvan,903043,geographic,ota,,Ḥulvān,,,certain,accurate,complete,1500,1599
2010-10-05T21:09:45Z,,,Barrington Atlas: BAtlas 92 B1 Khurmal/Syarazur?/Siasouron?,Syarazur,https://pleiades.stoa.org/places/903063/syarazur,syarazur,903063,geographic,,,Syarazur,,,less-certain,accurate,complete,,
2010-10-05T21:09:46Z,,,Barrington Atlas: BAtlas 92 B1 Khurmal/Syarazur?/Siasouron?,Siasouron,https://pleiades.stoa.org/places/903063/siasouron,siasouron,903063,geographic,,,Siasouron,,,less-certain,accurate,complete,,
2010-10-05T21:09:01Z,,,Barrington Atlas: BAtlas 92 A3 Deru/Beth Daraya/[Badra],Deru,https://pleiades.stoa.org/places/903013/deru,deru,903013,geographic,,,Deru,,,certain,accurate,complete,-750,640
2010-10-05T21:09:01Z,,,Barrington Atlas: BAtlas 92 A3 Deru/Beth Daraya/[Badra],Beth Daraya,https://pleiades.stoa.org/places/903013/beth-daraya,beth-daraya,903013,geographic,,,Beth Daraya,,,certain,accurate,complete,-750,640
2010-10-05T21:09:01Z,,,Barrington Atlas: BAtlas 92 A3 Deru/Beth Daraya/[Badra],Badra,https://pleiades.stoa.org/places/903013/badra,badra,903013,geographic,,,Badra,,,certain,accurate,complete,-750,640
2025-11-27T12:51:50Z,,<p>Romanization according to the ALA-LC specifications for Arabic (2012) (https://www.loc.gov/catdir/cpso/roman.html).</p>,Pleiades,Tall ‘Aqār,https://pleiades.stoa.org/places/903013/tall-2018aqar,tall-2018aqar,903013,geographic,ar,تل عقار,Tall ‘Aqār,,,certain,accurate,complete,1700,2100
2010-10-05T21:09:50Z,,,Barrington Atlas: BAtlas 92 D3 Khurramabad/Shapur Khwast?,Shapur Khwast,https://pleiades.stoa.org/places/903064/shapur-khwast,shapur-khwast,903064,geographic,,,Shapur Khwast,,,less-certain,accurate,complete,,
2026-01-25T14:15:24Z,"A place name from the TAVO Index (Vol. 2, p. 758)",GANE OBJECT 28008,TAVO Index,Ḫorramābād,https://pleiades.stoa.org/places/903064/horramabad,horramabad,903064,geographic,fa,,Ḫorramābād,Khorramabad,Khorram Abad,certain,accurate,complete,1258,2000
2026-01-25T14:17:32Z,"A place name from the TAVO Index (Vol. 3, p. 1435)",GANE OBJECT 52759,TAVO Index,Šāpūrḫvāst,https://pleiades.stoa.org/places/903064/sapurhvast,sapurhvast,903064,geographic,fa,,Šāpūrḫvāst,Shapurkhvast,Shapur Khwast,certain,accurate,complete,-1200,1501
2026-01-25T14:18:34Z,"A place name from the TAVO Index (Vol. 2, p. 758)",GANE OBJECT 28010,TAVO Index,Ḫorram-Ābād,https://pleiades.stoa.org/places/903064/horram-abad,horram-abad,903064,geographic,,,Ḫorram-Ābād,,,certain,accurate,complete,1500,2000
2026-01-25T14:16:04Z,"A place name from the TAVO Index (Vol. 2, p. 758)",GANE OBJECT 28006,TAVO Index,Ḫorram Ābād,https://pleiades.stoa.org/places/903064/horram-abad-1,horram-abad-1,903064,geographic,,,Ḫorram Ābād,,,certain,accurate,complete,1258,1501
2023-04-19T11:00:56Z,,<p>Romanization according to the ALA-LC specifications for Arabic (2012) (https://www.loc.gov/catdir/cpso/roman.html).</p>,Pleiades,Ganjnāmah,https://pleiades.stoa.org/places/903032/ganjnamah,ganjnamah,903032,geographic,fa,گنجنامه,Ganjnāmah,,,certain,accurate,complete,1700,2100
2025-07-20T15:06:30Z,,,Pleiades,Jameh Shuran,https://pleiades.stoa.org/places/903049/jameh-shuran,jameh-shuran,903049,geographic,en,Jameh Shuran,Jameh Shuran,,,certain,accurate,complete,1900,1999
2010-10-05T21:09:31Z,,,Barrington Atlas: BAtlas 92 C2 Kambadene/Kampa(n)da,Kambadene,https://pleiades.stoa.org/places/903053/kambadene,kambadene,903053,geographic,,,Kambadene,,,certain,accurate,complete,-330,300
2010-10-05T21:09:31Z,,,Barrington Atlas: BAtlas 92 C2 Kambadene/Kampa(n)da,Kampanda,https://pleiades.stoa.org/places/903053/kampanda,kampanda,903053,geographic,,,Kampanda,,,certain,accurate,complete,-330,300
2010-10-05T21:09:31Z,,,Barrington Atlas: BAtlas 92 C2 Kambadene/Kampa(n)da,Kampada,https://pleiades.stoa.org/places/903053/kampada,kampada,903053,geographic,,,Kampada,,,certain,accurate,complete,-330,300
2010-10-05T21:09:31Z,,,Barrington Atlas: BAtlas 92 C2 Kambadene/Kampa(n)da,Sambana,https://pleiades.stoa.org/places/903053/sambana,sambana,903053,geographic,,,Sambana,,,certain,accurate,complete,-330,300
2010-10-05T21:08:49Z,,,Barrington Atlas: BAtlas 92 H1 Caspiae Portae?,Caspiae Portae,https://pleiades.stoa.org/places/903004/caspiae-portae,caspiae-portae,903004,geographic,,,Caspiae Portae,,,less-certain,accurate,complete,-550,300
2010-10-05T21:08:59Z,,,Barrington Atlas: BAtlas 92 C2 Denabaran/Dinawar,Denabaran,https://pleiades.stoa.org/places/903012/denabaran,denabaran,903012,geographic,,,Denabaran,,,certain,accurate,complete,-330,640
2010-10-05T21:08:59Z,,,Barrington Atlas: BAtlas 92 C2 Denabaran/Dinawar,Dinawar,https://pleiades.stoa.org/places/903012/dinawar,dinawar,903012,geographic,,,Dinawar,,,certain,accurate,complete,-330,640
2025-12-07T01:19:04Z,,"<p><em>Dīnever</em>: It is a town at the foot of the mountains to the west of <em>Hamadān</em> (Hamadan). According to the author of <em>Menāhicü’l-fikr</em>, <em>Dīnever</em> is called <em>Māhıkūfe</em>, just as <em>Nihāvend</em> is called <em>Māhıbaṣra</em>. [translation]</p>",Pleiades,Dīnever,https://pleiades.stoa.org/places/903012/dinever,dinever,903012,geographic,ota,,Dīnever,,,less-certain,accurate,complete,1500,1599
2025-12-09T19:18:11Z,,,Pleiades,Dīnāver,https://pleiades.stoa.org/places/903012/dinaver,dinaver,903012,geographic,ota,ديناور,Dīnāver,,,less-certain,accurate,complete,1500,1599
2026-01-25T14:20:39Z,,,Barrington Atlas: BAtlas 92 H1 Iasonius? M.,Iasonius M.,https://pleiades.stoa.org/places/903045/Iasonius-M,Iasonius-M,903045,geographic,la,Iasonius,Iasonius M.,,,certain,accurate,complete,-330,640
2026-01-25T14:17:46Z,,,Pleiades,Iasonion,https://pleiades.stoa.org/places/903045/iasonion,iasonion,903045,geographic,grc,Ἰασόνιον,Iasonion,,,certain,accurate,complete,-30,300
2025-12-06T23:18:15Z,,"<p class=""p1""><em>Cebel-i Demāvend</em>: It lies on the frontier of <em>Rey</em> (modern Ray<em data-start=""196"" data-end=""207"">, Iran</em>). At times it can be seen from <em>Sāve</em> (modern Saveh, Iran). The dome-shaped summit in the middle becomes visible. And at all times there is no lack of smoke rising from its top. Truly, no one has ever climbed to its very peak. According to some, the Prophet <em>Süleymān</em>—peace be upon him—confined the <em>ṣaḫre</em> jinn there. Likewise <em>Efrīdūn</em> imprisoned <em>Ḍaḥḥāk</em> there as well. It is related from <em>Mis‘ar bin Mühelhil</em> that he climbed up to half of it with a thousand hardships—though many times he nearly fell and perished. And he reached a fissure from which <em data-start=""781"" data-end=""797"">kibrīt-i aḥmer</em> (red sulphur) flowed. All around it the substance solidified and froze. But when the sun rose, it would ignite and become a blazing fire. It is transmitted from the inhabitants of the villages on the mountain’s slopes that whenever ants swarm around <em>Kūh-i Demāvend</em> (modern <em data-start=""1078"" data-end=""1100"">Mount </em>Damavand<em data-start=""1078"" data-end=""1100"">, Iran</em>), famine and scarcity unfailingly appear in those regions. Whenever snow and rain fall continuously on the mountain’s skirts, the people of the surrounding lands pour goat’s milk upon the fire, and at that very moment they see the rain cease. And whenever one side of the snowcap on the mountain’s summit freezes, strife breaks out in the region on that side and blood is shed... [partial translation]</p>",Pleiades,Cebel-i Demāvend,https://pleiades.stoa.org/places/903045/cebel-i-demavend,cebel-i-demavend,903045,geographic,ota,,Cebel-i Demāvend,,,certain,accurate,complete,1500,1599
2025-12-06T23:22:12Z,,"<p class=""p1""><em>Cebel-i Demāvend</em>: ... <em>Kūh-ı Demāvend (</em>Mountain of Demavand<em>)</em> is close to <em>Baḥr-i Zānc</em>.<span class=""Apple-converted-space""> [partial translation]</span></p>",Pleiades,Kūh-ı Demāvend,https://pleiades.stoa.org/places/903045/kuh-i-demavend,kuh-i-demavend,903045,geographic,ota,,Kūh-ı Demāvend,,,certain,accurate,complete,1500,1599
2010-10-05T21:10:24Z,,,Barrington Atlas: BAtlas 92 D2 Nemavand/Laodicea/Niphaunda,Nemavand,https://pleiades.stoa.org/places/903088/nemavand,nemavand,903088,geographic,,,Nemavand,,,certain,accurate,complete,-330,640
2010-10-05T21:10:24Z,,,Barrington Atlas: BAtlas 92 D2 Nemavand/Laodicea/Niphaunda,Laodicea,https://pleiades.stoa.org/places/903088/laodicea,laodicea,903088,geographic,,,Laodicea,,,certain,accurate,complete,-330,640
2010-10-05T21:10:24Z,,,Barrington Atlas: BAtlas 92 D2 Nemavand/Laodicea/Niphaunda,Niphaunda,https://pleiades.stoa.org/places/903088/niphaunda,niphaunda,903088,geographic,,,Niphaunda,,,certain,accurate,complete,-330,640
2026-01-25T14:15:20Z,"A place name from the TAVO Index (Vol. 2, p. 1176)",GANE OBJECT 43222,TAVO Index,Nihāvand,https://pleiades.stoa.org/places/903088/nihavand,nihavand,903088,geographic,,,Nihāvand,,,certain,accurate,complete,284,650
2026-01-25T14:18:33Z,"A place name from the TAVO Index (Vol. 2, p. 1176)",GANE OBJECT 43223,TAVO Index,Nihawand,https://pleiades.stoa.org/places/903088/nihawand,nihawand,903088,geographic,,,Nihawand,,,certain,accurate,complete,,
2026-01-25T14:17:55Z,"A place name from the TAVO Index (Vol. 2, p. 1176)",GANE OBJECT 43224,TAVO Index,Nihāwand,https://pleiades.stoa.org/places/903088/nihawand-1,nihawand-1,903088,geographic,arb,,Nihāwand,Nihawand,,certain,accurate,complete,632,1258
2026-01-25T14:17:56Z,"A place name from the TAVO Index (Vol. 2, p. 1176)",GANE OBJECT 43225,TAVO Index,Nihāwand,https://pleiades.stoa.org/places/903088/nihawand-2,nihawand-2,903088,geographic,,,Nihāwand,,,certain,accurate,complete,-2000,-650
2026-01-25T14:15:45Z,"A place name from the TAVO Index (Vol. 2, p. 1021)",GANE OBJECT 37503,TAVO Index,Māh al-Ḅasra,https://pleiades.stoa.org/places/903088/mah-al-basra,mah-al-basra,903088,geographic,,,Māh al-Ḅasra,,,certain,accurate,complete,632,750
2026-01-25T14:17:09Z,"A place name from the TAVO Index (Vol. 2, p. 1021)",GANE OBJECT 37504,TAVO Index,Māh al-Baṣra,https://pleiades.stoa.org/places/903088/mah-al-basra-1,mah-al-basra-1,903088,geographic,arb,,Māh al-Baṣra,Mah al-Basra,Mah el-Basra,certain,accurate,complete,632,750
2026-01-25T14:16:23Z,"A place name from the TAVO Index (Vol. 2, p. 985)",GANE OBJECT 36285,TAVO Index,Laodikeia,https://pleiades.stoa.org/places/903088/laodikeia,laodikeia,903088,geographic,grc,,Laodikeia,,,certain,accurate,complete,-330,-140
2026-01-25T14:16:24Z,"A place name from the TAVO Index (Vol. 2, p. 1169)",GANE OBJECT 42986,TAVO Index,Nehāvand,https://pleiades.stoa.org/places/903088/nehavand,nehavand,903088,geographic,fa,,Nehāvand,Nehavand,Nihavand,certain,accurate,complete,-2000,2000
2026-01-25T14:16:41Z,,<p>Romanization according to the ALA-LC specifications for Arabic (2012) (https://www.loc.gov/catdir/cpso/roman.html).</p>,Pleiades,Nihāwand,https://pleiades.stoa.org/places/903088/nihawand-3,nihawand-3,903088,geographic,ar,نهاوند,Nihāwand,,,certain,accurate,complete,1700,2100
2026-01-25T14:17:10Z,,"<p class=""p1""><em>Nihāvend</em>: A city in <em>Bilād-ı Cebel</em>. It was built by <em>Ḥażret-i Nūḥ Necī</em>. [translation]</p>",Pleiades,Nihāvend,https://pleiades.stoa.org/places/903088/nihavend,nihavend,903088,geographic,ota,نهاوند,Nihāvend,,,certain,accurate,complete,1500,1599
2010-10-05T21:09:27Z,,,Barrington Atlas: BAtlas 92 D4 Ivan-i Karkheh/Eran-Khurra-(kard-) Shapur?/Karkha de Ladan,Eran-khurra-kard- Shapur,https://pleiades.stoa.org/places/903047/eran-khurra-kard-shapur,eran-khurra-kard-shapur,903047,geographic,,,Eran-khurra-kard- Shapur,,,less-certain,accurate,complete,,
2010-10-05T21:09:27Z,,,Barrington Atlas: BAtlas 92 D4 Ivan-i Karkheh/Eran-Khurra-(kard-) Shapur?/Karkha de Ladan,Eran-khurra- Shapur,https://pleiades.stoa.org/places/903047/eran-khurra-shapur,eran-khurra-shapur,903047,geographic,,,Eran-khurra- Shapur,,,less-certain,accurate,complete,,
2010-10-05T21:09:27Z,,,Barrington Atlas: BAtlas 92 D4 Ivan-i Karkheh/Eran-Khurra-(kard-) Shapur?/Karkha de Ladan,Karkha de Ladan,https://pleiades.stoa.org/places/903047/karkha-de-ladan,karkha-de-ladan,903047,geographic,,,Karkha de Ladan,,,certain,accurate,complete,,
2026-04-17T20:42:43Z,,,Pleiades,Deh Bozan,https://pleiades.stoa.org/places/903010/deh-bozan,deh-bozan,903010,geographic,en,Deh Bozan,Deh Bozan,,,certain,accurate,complete,1900,1999
